feature,importance,original_feature,feature_group
categorical__route_Columbia → Atlanta,0.0,route_Columbia → Atlanta,route
categorical__route_Columbia → Los Angeles,0.0,route_Columbia → Los Angeles,route
categorical__route_Columbia → Little Rock,0.0,route_Columbia → Little Rock,route
categorical__route_Columbia → Las Vegas,0.0,route_Columbia → Las Vegas,route
categorical__route_Columbia → Jacksonville,0.0,route_Columbia → Jacksonville,route
categorical__route_Columbia → Indianapolis,0.0,route_Columbia → Indianapolis,route
categorical__route_Columbia → Harrisburg,0.0,route_Columbia → Harrisburg,route
categorical__route_Columbia → Greensboro,0.0,route_Columbia → Greensboro,route
categorical__route_Columbia → Green Bay,0.0,route_Columbia → Green Bay,route
categorical__route_Columbia → Grand Rapids,0.0,route_Columbia → Grand Rapids,route
categorical__route_Columbia → Fresno,0.0,route_Columbia → Fresno,route
categorical__route_Columbia → Fort Wayne,0.0,route_Columbia → Fort Wayne,route
categorical__route_Columbia → Raleigh,0.0,route_Columbia → Raleigh,route
categorical__route_Columbia → Providence,0.0,route_Columbia → Providence,route
categorical__route_Columbia → Phoenix,0.0,route_Columbia → Phoenix,route
categorical__route_Columbia → Philadelphia,0.0,route_Columbia → Philadelphia,route
categorical__route_Columbia → Oklahoma City,0.0,route_Columbia → Oklahoma City,route
categorical__route_Columbia → New York,0.0,route_Columbia → New York,route
categorical__route_Columbia → New Orleans,0.0,route_Columbia → New Orleans,route
categorical__route_Columbia → Nashville,0.0,route_Columbia → Nashville,route
categorical__route_Columbia → Montgomery,0.0,route_Columbia → Montgomery,route
categorical__route_Columbia → Mobile,0.0,route_Columbia → Mobile,route
categorical__route_Columbia → Milwaukee,0.0,route_Columbia → Milwaukee,route
categorical__route_Columbia → Memphis,0.0,route_Columbia → Memphis,route
categorical__route_Columbia → Madison,0.0,route_Columbia → Madison,route
categorical__route_Columbia → Lubbock,0.0,route_Columbia → Lubbock,route
categorical__route_Corpus Christi → Amarillo,0.0,route_Corpus Christi → Amarillo,route
categorical__route_Corpus Christi → Albuquerque,0.0,route_Corpus Christi → Albuquerque,route
categorical__route_Corpus Christi → Albany,0.0,route_Corpus Christi → Albany,route
categorical__route_Columbia → Tucson,0.0,route_Columbia → Tucson,route
categorical__route_Columbia → Toledo,0.0,route_Columbia → Toledo,route
categorical__route_Columbia → Syracuse,0.0,route_Columbia → Syracuse,route
categorical__route_Columbia → St. Louis,0.0,route_Columbia → St. Louis,route
categorical__route_Columbia → Shreveport,0.0,route_Columbia → Shreveport,route
categorical__route_Columbia → Savannah,0.0,route_Columbia → Savannah,route
categorical__route_Columbia → San Francisco,0.0,route_Columbia → San Francisco,route
categorical__route_Columbia → Salt Lake City,0.0,route_Columbia → Salt Lake City,route
categorical__route_Corpus Christi → Fort Wayne,0.0,route_Corpus Christi → Fort Wayne,route
categorical__route_Corpus Christi → El Paso,0.0,route_Corpus Christi → El Paso,route
categorical__route_Corpus Christi → Detroit,0.0,route_Corpus Christi → Detroit,route
categorical__route_Corpus Christi → Dayton,0.0,route_Corpus Christi → Dayton,route
categorical__route_Corpus Christi → Dallas,0.0,route_Corpus Christi → Dallas,route
categorical__route_Corpus Christi → Cincinnati,0.0,route_Corpus Christi → Cincinnati,route
categorical__route_Corpus Christi → Charleston,0.0,route_Corpus Christi → Charleston,route
categorical__route_Corpus Christi → Buffalo,0.0,route_Corpus Christi → Buffalo,route
categorical__route_Corpus Christi → Boston,0.0,route_Corpus Christi → Boston,route
categorical__route_Corpus Christi → Birmingham,0.0,route_Corpus Christi → Birmingham,route
categorical__route_Corpus Christi → Baton Rouge,0.0,route_Corpus Christi → Baton Rouge,route
categorical__route_Corpus Christi → Baltimore,0.0,route_Corpus Christi → Baltimore,route
categorical__route_Corpus Christi → Bakersfield,0.0,route_Corpus Christi → Bakersfield,route
categorical__route_Corpus Christi → Austin,0.0,route_Corpus Christi → Austin,route
categorical__route_Corpus Christi → Lubbock,0.0,route_Corpus Christi → Lubbock,route
categorical__route_Corpus Christi → Louisville,0.0,route_Corpus Christi → Louisville,route
categorical__route_Corpus Christi → Los Angeles,0.0,route_Corpus Christi → Los Angeles,route
categorical__route_Corpus Christi → Little Rock,0.0,route_Corpus Christi → Little Rock,route
categorical__route_Corpus Christi → Lexington,0.0,route_Corpus Christi → Lexington,route
categorical__route_Corpus Christi → Las Vegas,0.0,route_Corpus Christi → Las Vegas,route
categorical__route_Corpus Christi → Kansas City,0.0,route_Corpus Christi → Kansas City,route
categorical__route_Corpus Christi → Jacksonville,0.0,route_Corpus Christi → Jacksonville,route
categorical__route_Corpus Christi → Indianapolis,0.0,route_Corpus Christi → Indianapolis,route
categorical__route_Corpus Christi → Houston,0.0,route_Corpus Christi → Houston,route
categorical__route_Corpus Christi → Hartford,0.0,route_Corpus Christi → Hartford,route
categorical__route_Corpus Christi → Harrisburg,0.0,route_Corpus Christi → Harrisburg,route
categorical__route_Corpus Christi → Greensboro,0.0,route_Corpus Christi → Greensboro,route
categorical__route_Corpus Christi → Green Bay,0.0,route_Corpus Christi → Green Bay,route
categorical__route_Corpus Christi → Grand Rapids,0.0,route_Corpus Christi → Grand Rapids,route
categorical__route_Corpus Christi → Fresno,0.0,route_Corpus Christi → Fresno,route
categorical__route_Corpus Christi → Salt Lake City,0.0,route_Corpus Christi → Salt Lake City,route
categorical__route_Corpus Christi → Richmond,0.0,route_Corpus Christi → Richmond,route
categorical__route_Corpus Christi → Reno,0.0,route_Corpus Christi → Reno,route
categorical__route_Corpus Christi → Providence,0.0,route_Corpus Christi → Providence,route
categorical__route_Corpus Christi → Phoenix,0.0,route_Corpus Christi → Phoenix,route
categorical__route_Corpus Christi → Oklahoma City,0.0,route_Corpus Christi → Oklahoma City,route
categorical__route_Corpus Christi → New York,0.0,route_Corpus Christi → New York,route
categorical__route_Corpus Christi → New Orleans,0.0,route_Corpus Christi → New Orleans,route
categorical__route_Corpus Christi → Nashville,0.0,route_Corpus Christi → Nashville,route
categorical__route_Corpus Christi → Montgomery,0.0,route_Corpus Christi → Montgomery,route
categorical__route_Corpus Christi → Mobile,0.0,route_Corpus Christi → Mobile,route
categorical__route_Atlanta → Memphis,0.0,route_Atlanta → Memphis,route
categorical__route_Austin → Baltimore,0.0,route_Austin → Baltimore,route
categorical__route_Austin → Bakersfield,0.0,route_Austin → Bakersfield,route
categorical__route_Austin → Atlanta,0.0,route_Austin → Atlanta,route
categorical__route_Austin → Amarillo,0.0,route_Austin → Amarillo,route
categorical__route_Austin → Albuquerque,0.0,route_Austin → Albuquerque,route
categorical__route_Austin → Albany,0.0,route_Austin → Albany,route
categorical__route_Atlanta → Washington,0.0,route_Atlanta → Washington,route
categorical__route_Atlanta → Tulsa,0.0,route_Atlanta → Tulsa,route
categorical__route_Atlanta → Tucson,0.0,route_Atlanta → Tucson,route
categorical__route_Atlanta → Toledo,0.0,route_Atlanta → Toledo,route
categorical__route_Atlanta → Tampa,0.0,route_Atlanta → Tampa,route
categorical__route_Atlanta → Syracuse,0.0,route_Atlanta → Syracuse,route
categorical__route_Atlanta → St. Louis,0.0,route_Atlanta → St. Louis,route
categorical__route_Atlanta → Shreveport,0.0,route_Atlanta → Shreveport,route
categorical__route_Atlanta → Savannah,0.0,route_Atlanta → Savannah,route
categorical__route_Corpus Christi → Madison,0.0,route_Corpus Christi → Madison,route
categorical__route_Dallas → Austin,0.0,route_Dallas → Austin,route
categorical__route_Dallas → Amarillo,0.0,route_Dallas → Amarillo,route
categorical__route_Dallas → Albuquerque,0.0,route_Dallas → Albuquerque,route
categorical__route_Dallas → Albany,0.0,route_Dallas → Albany,route
categorical__route_Corpus Christi → Washington,0.0,route_Corpus Christi → Washington,route
categorical__route_Corpus Christi → Tulsa,0.0,route_Corpus Christi → Tulsa,route
categorical__route_Corpus Christi → Tucson,0.0,route_Corpus Christi → Tucson,route
categorical__route_Corpus Christi → Toledo,0.0,route_Corpus Christi → Toledo,route
categorical__route_Corpus Christi → Tampa,0.0,route_Corpus Christi → Tampa,route
categorical__route_Corpus Christi → St. Louis,0.0,route_Corpus Christi → St. Louis,route
categorical__route_Corpus Christi → Shreveport,0.0,route_Corpus Christi → Shreveport,route
categorical__route_Corpus Christi → Savannah,0.0,route_Corpus Christi → Savannah,route
categorical__route_Corpus Christi → San Francisco,0.0,route_Corpus Christi → San Francisco,route
categorical__route_Corpus Christi → San Antonio,0.0,route_Corpus Christi → San Antonio,route
categorical__route_Dallas → Fresno,0.0,route_Dallas → Fresno,route
categorical__route_Dallas → El Paso,0.0,route_Dallas → El Paso,route
categorical__route_Dallas → Detroit,0.0,route_Dallas → Detroit,route
categorical__route_Dallas → Dayton,0.0,route_Dallas → Dayton,route
categorical__route_Dallas → Corpus Christi,0.0,route_Dallas → Corpus Christi,route
categorical__route_Dallas → Columbia,0.0,route_Dallas → Columbia,route
categorical__route_Dallas → Chattanooga,0.0,route_Dallas → Chattanooga,route
categorical__route_Dallas → Charleston,0.0,route_Dallas → Charleston,route
categorical__route_Dallas → Buffalo,0.0,route_Dallas → Buffalo,route
categorical__route_Dallas → Boston,0.0,route_Dallas → Boston,route
categorical__route_Dallas → Birmingham,0.0,route_Dallas → Birmingham,route
categorical__route_Dallas → Baton Rouge,0.0,route_Dallas → Baton Rouge,route
categorical__route_Dallas → Baltimore,0.0,route_Dallas → Baltimore,route
categorical__route_Dallas → Bakersfield,0.0,route_Dallas → Bakersfield,route
categorical__route_Dallas → Milwaukee,0.0,route_Dallas → Milwaukee,route
categorical__route_Dallas → Memphis,0.0,route_Dallas → Memphis,route
categorical__route_Dallas → Madison,0.0,route_Dallas → Madison,route
categorical__route_Dallas → Lubbock,0.0,route_Dallas → Lubbock,route
categorical__route_Dallas → Louisville,0.0,route_Dallas → Louisville,route
categorical__route_Dallas → Los Angeles,0.0,route_Dallas → Los Angeles,route
categorical__route_Dallas → Little Rock,0.0,route_Dallas → Little Rock,route
categorical__route_Dallas → Lexington,0.0,route_Dallas → Lexington,route
categorical__route_Dallas → Kansas City,0.0,route_Dallas → Kansas City,route
categorical__route_Dallas → Jacksonville,0.0,route_Dallas → Jacksonville,route
categorical__route_Dallas → Houston,0.0,route_Dallas → Houston,route
categorical__route_Dallas → Hartford,0.0,route_Dallas → Hartford,route
categorical__route_Dallas → Harrisburg,0.0,route_Dallas → Harrisburg,route
categorical__route_Dallas → Greensboro,0.0,route_Dallas → Greensboro,route
categorical__route_Dallas → Green Bay,0.0,route_Dallas → Green Bay,route
categorical__route_Dallas → Grand Rapids,0.0,route_Dallas → Grand Rapids,route
categorical__route_Dallas → Savannah,0.0,route_Dallas → Savannah,route
categorical__route_Dallas → San Francisco,0.0,route_Dallas → San Francisco,route
categorical__route_Dallas → San Antonio,0.0,route_Dallas → San Antonio,route
categorical__route_Dallas → Salt Lake City,0.0,route_Dallas → Salt Lake City,route
categorical__route_Dallas → Richmond,0.0,route_Dallas → Richmond,route
categorical__route_Dallas → Reno,0.0,route_Dallas → Reno,route
categorical__route_Dallas → Raleigh,0.0,route_Dallas → Raleigh,route
categorical__route_Dallas → Providence,0.0,route_Dallas → Providence,route
categorical__route_Dallas → Phoenix,0.0,route_Dallas → Phoenix,route
categorical__route_Dallas → Philadelphia,0.0,route_Dallas → Philadelphia,route
categorical__route_Dallas → Oklahoma City,0.0,route_Dallas → Oklahoma City,route
categorical__route_Dallas → New York,0.0,route_Dallas → New York,route
categorical__route_Dallas → New Orleans,0.0,route_Dallas → New Orleans,route
categorical__route_Dallas → Nashville,0.0,route_Dallas → Nashville,route
categorical__route_Dallas → Montgomery,0.0,route_Dallas → Montgomery,route
categorical__route_Dallas → Mobile,0.0,route_Dallas → Mobile,route
categorical__route_Dayton → Bakersfield,0.0,route_Dayton → Bakersfield,route
categorical__route_Dayton → Austin,0.0,route_Dayton → Austin,route
categorical__route_Dayton → Atlanta,0.0,route_Dayton → Atlanta,route
categorical__route_Dayton → Amarillo,0.0,route_Dayton → Amarillo,route
categorical__route_Dayton → Albuquerque,0.0,route_Dayton → Albuquerque,route
categorical__route_Dayton → Albany,0.0,route_Dayton → Albany,route
categorical__route_Dallas → Washington,0.0,route_Dallas → Washington,route
categorical__route_Dallas → Tulsa,0.0,route_Dallas → Tulsa,route
categorical__route_Dallas → Tucson,0.0,route_Dallas → Tucson,route
categorical__route_Dallas → Toledo,0.0,route_Dallas → Toledo,route
categorical__route_Dallas → Tampa,0.0,route_Dallas → Tampa,route
categorical__route_Dallas → Syracuse,0.0,route_Dallas → Syracuse,route
categorical__route_Dallas → St. Louis,0.0,route_Dallas → St. Louis,route
categorical__route_Dallas → Shreveport,0.0,route_Dallas → Shreveport,route
